,Texto,Sentimento
9774,a sha é o tipo de pessoa q descobre até qdo não tem intenção nenhuma de descobrir!!,medo
9775,menstruação atrasada já faz 84 anos,medo
9776,haushssuhshs,medo
9777,tem um doido q curtiu todas as minhas fotos no insta,medo
9778,só sei que amh vai dar mt merda akkakakajakkakakakakkakaka,medo
9779,esperando as fotos da pds pra virar meme —,medo
9780,eu vou fazervou tentar apagar friends da memória,medo
9781,hoje ela acordou agressiva,medo
9782,aí vc acha q conhece a pessoa e ela se revela.,medo
9783,"socorro, mandei uma foto mt zoada p luquinhas e tava c tempo infinito ",medo
9784,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9785,"maaaaano, tem um bicho voando no meu quarto. não sei se é uma borboleta ou um besouro. ",medo
9786,ai q saco eu quero que saia logo a serie de the raven cycle. ao mesmo tempo mt,medo
9787,eu acredito em vc kazim. — assistindo sc corinthians paulista,medo
9788,quando só tem vc de mulher dentro do ônibus com mais 3 homens.,medo
9789,de tarde eu sonhei com a morte de uma pessoa mais uma  vez,medo
9790,vou emprestar meu notebook pra minha irmã,medo
9791,"caralho, povo curtindo meu comentário ",medo
9792,assistindo a reportagem sobre a seita word of faith fellowship e morrendo de medoooo,medo
9793,eu nunca deixei pra ver oq viria,medo
9794,"depois de pegar uma chuva horrível na dutra, enfim pintando os brancos!!!    ",medo
9795,chamei um uber e ele tem muita cara de estuprador,medo
9796,que loucura essa chuva com vento forte agora em floripa...,medo
9797,você domesticar os seus medos!           confira:,medo
9798,do meu  de  e para registrar que o doido desse  foi pra  e por isso…,medo
9799,do jeito que eu ando carinhosa não dou até o meio do ano pra começar a namorar.,medo
9800,11/01/11 e 11 blocks do facebook... parece até teoria da conspiração!,medo
9801,me livra desses pensamos de paixão senhor,medo
9802,é amanhã!!!!!!!!!,medo
9803,aquele momento que a sua perna repuxa e não responde por um momento... dai vc pensa logo em um monte de merda !,medo
9804,"todo dia uma notícia ruim no vasco, qual será a de amanhã???? ",medo
9805,um japa e um gordo jogando bola,medo
9806,eu estou com mt,medo
9807,eu sei onde tu mora —,medo
9808,11/01/18 03:09:03: princesinha da sacanagem: @ tá me mudando,medo
9809,"quando eu ficar famosa vou deixar meus amigos famosos também, menos a bárbara, ela vai cagar na carreira dela,  ",medo
9810,"23 pra 30 vai ser um pulo, né? ",medo
9811,genteee falou do pai,medo
9812,"esses tempos sonhei com alguém da minha família, que faleceu, e me dizia que ""não me preocupasse pois eu iria morrer só o dia 15"" mas não disse mês, nem ano. imagina o cagaço que tenho cada dia 15 kkkkkkk dia 15 chegando de novo  kkkkk",medo
9813,muito medo,medo
9814,sempre encare. o medo morre de medo de quem não tem medo.,medo
9815,acabei de ser encarado por uma pessoa com a língua de fora,medo
9816,uma pessoa que eu não falo à 84 anos mandou msg e quando eu falo 84 anos é isso mesmo,medo
9817,isso sim é muito   e cheia de  dessas coisas. ahuahauhauha,medo
9818,"tá bem, saindo como esperado, mas já tô esperando o momento que vai desandar  ",medo
9819,gente to ouvindo varias explosoes aqui perto d casa e eu estou com,medo
9820,"gente eu que to aqui no onibus apaixonada por essa mulher, aí fui tirar a foto e ela saiu olhando com essa cara q parece que vai matar alguem ",medo
9821,quem é essx aí tentando te dar uns beijos ?vc é minha... só não sabe ainda —,medo
9822,ai que buceta ainda tenho essa prova pra fazer amanha naquele colégio,medo
9823,eu lembrei do cara que previu que ia ter tsunami aqui,medo
9824,olha eleee!!!    em pandora - the world of avatar,medo
9825,essa camila ukers é o resultado dessa onda de blogueiras e musas fitness.  dessa geração.,medo
9826,"gente hoje já é sexta??? caraca, nem o dia da semana eu me ligo mais kkkk",medo
9827,"o problema de morar no segundo andar,é que chega uma etapa que vc não sai mais de casa por preguiça de descer as escadas kkakakak ",medo
9828,"gente do nada cai um dilúvio, q isso??  ☈",medo
9829,"5:50 am. meu marido foi trabalhar, estou sozinha no escuro do quarto com minha bebê no ventre, preciso fazer xixi mas to c preguiça  jkkjkkkk",medo
9830,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9831,"eu acho que agora minha mãe tá enlouquecendo de verdade, ela tá colocando vídeos pro cachorrinho assistir no celular e falando “olha o que é música de verdade”  ",medo
9832,"tem uma vizinha de janela me encarando que guria louca e escrota, deixa eu dublar minhas músicas em paz",medo
9833,fico até impressionado por saber o qnt vc me conhece,medo
9834,primeiro dia de aula amanha aqui na gringa,medo
9835,163       rt = 1votofui botar o vídeo do cd da  ao contrário na tv e não tocou,medo
9836,"sonhe, pratique e realize! tudo é possível    ",medo
9837,to começando a ser fria com o pessoal,medo
9838,"vai namorar comigo sim, se não vou sequestrar —  ",medo
9839,confira o primeiro trailer dublado de  profundo.  estreia em 08 de março nos cinemas. fiquem ligados!,medo
9840,onde tiver que ir a gente vai sem  da  no fio da navalha…,medo
9841,o dia em que eu mais tive medo na vida. fui assistir aqui pensando que ia dar conta de vê numa boa. kkkkkkk nem deu um min e já parei ...,medo
9842,ver filme de terror e em seguida sair de casa,medo
9843,"uma senhora q eu nunca nem vi me mandou a música ""noites traiçoeiras"" no wpp. acho q isso é um toque ",medo
9844,"eduardo pagou um lanche pra mim hoje, pra maior surpresa ele mesmo me ofereceu do nada... ",medo
9845,tremi até as bases agr,medo
9846,será que só eu tenho  de me apaixonar?,medo
9847,vi enem 2017 nos trends e me assustei achando que já tinham saído os resultados,medo
9848,"mds , quem foi esse zagueiro que furou? kkkkk ",medo
9849,de volta à cidade do medo - capítulo xxiv,medo
9850,já vimos o que aconteceu qd entraram dois pares de gêmeos... agora pensa... uma familia inteira...,medo
9851,"que macabro! atualmente estou sem vizinhos, já que a minha era uma senhorinha que faleceu. e há 1 ano o apto. está fechado e sem ninguém. hoje pela manhã a porta estava aberta e sem ninguém! fui ver agora de novo e continua! fechei. talvez ela queira privacidade. ",medo
9852,hoje minha irma quase foi sequestrada,medo
9853,confesso: comecei a assistir   domingo. estou na sexta temporada... cada temporada de 10 episódios com quase 1h cada um.,medo
9854,"novo prédio no baixo pinheiros. e eu me pergunto, por que desse jeito?  ",medo
9855,conheça a terrível criatura das profundezas. http://bit.ly/2fuh4rv,medo
9856,uma sexta qualquer aí   3,medo
9857,acabei de receber essa mensagem do,medo
9858,conheça a terrível criatura das profundezas.,medo
9859,"to curtindo novela e silvio santos, quantos anos eu realmente tenho? ",medo
9860,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9861,uma pessoa da índia começou a me mandar msg no wpp e coração pés,medo
9862,"pelos deuses, isto ñ  pode estar acontecendo de novo... ",medo
9863,"gentee eu quero morrer ir pro céu e ser amigas da natacha, sabrina pq manoo elas sabe de tudo e não perdoa nada ",medo
9864,minha supervisora me seguiu no instagram,medo
9865,"eu venho no dentista todo mês, mas nunca vou me acostumar. ",medo
9866,estou sendo stalkeado kkkkk,medo
9867,"fiz minha sobrancelha numa clínica hoje. fui o primeiro homem a ter a foto do antes e depois postada no instagram. isso significa que tava feia a coisa? ou que o resultado ficou tão bom, que valeu a pena ser postada? mas é uma coisa legal. eu acho... ",medo
9868,suspeito muito de quem compartilha ou curte foto/video de espinhas alheias sendo espremidas.,medo
9869,sabe o que me incomoda a ponto de me dar agonia? casais que parecem (fisicamente) irmãos. arrepios... brlrlr...,medo
9870,melhor é a ana falando sozinha,medo
9871,a curtida mais rápida de todo o oeste,medo
9872,meu professor disse q viu meu curious,medo
9873,ai do google é capaz de falar quase idêntica aos humanos. http://google.com/newsstand/s/cbiw6emrozc… //,medo
9874,"deus, que eu nunca cruze com essa mulher. amém, aleluia! ",medo
9875,não mostraram o marcinho,medo
9876,bel tá sitiada !!,medo
9877,amanhã vou botar aparelho,medo
9878,tenho que ir no postinho de saúde .. já teve caso de febre amarela aqui perto !!,medo
9879,vai chover muitooooo,medo
9880,busque  por  e não por   -            http://materialgospel.com.br/busque-santificacao-por-amor-e-nao-por-medo/…,medo
9881,a chapecoense ainda nao apresentou o marcio araujo nao é?,medo
9882,começar academia segunda,medo
9883," “está sendo buscada uma segurança perfeita que nunca será alcançada. pensar que, em contextos de violência, tudo isto é a grande solução é como comprar mais aparelhos de ar condicionado para resolver os problemas representados pela mudança climática” ",medo
9884,sabia que é possível automatizar várias atividades de marketing e que muitos profissionais optam por executar-las manualmente?,medo
9885,se tivesse linha chilena em  a guerra já teria acabado.,medo
9886,passistas da beija-flor dançando samba com funk do passinho na sapucaí. uma pergunta vital: o laíla sabe disso ?,medo
9887,lanai disse que ela brilha muito... deve ser parente da brilhosa do outro reality,medo
9888,a propaganda do ricardo eletro dá,medo
9889,"tá... fiquei curioso! kkkkk  se você estiver lendo isso, mesmo que não nos falemos muito, comente uma... ",medo
9890,"migo para de mandar nudes assim — tenho que parar mesmo,  ",medo
9891,stou te stalkeando —,medo
9892,porque amo a minha casa.,medo
9893,"quantos ano tu tinha? foi ano passado   de vc me enforcar kkkj — eu tinha uns 13 anos, pode deixar que eu enforco com carinho  ",medo
9894,"trabalhar, fazer faculdade, estudar e descansar da tempo em 24 horas ? ",medo
9895,o nome do time é água santa e começa a chover e eles começaram a jogar bem kkkkkkkkk,medo
9896,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9897,"estou assistindo stranger things, de repente uma ventania muito forte balança as folhas da árvore e começou a chover. ",medo
9898,como será. esse reencontro...,medo
9899,falei que o jaguars iriam ser á surpresa dessa temporada,medo
9900,hoje só tô jogando verdades,medo
9901,tava atualizando meu windows e faltou luz,medo
9902,meu cabelo tá caindo muito,medo
9903,amanhã vou lá p casa dele almoçar kk,medo
9904,carlinhos foi pego na blitz,medo
9905,só quero ver a minha cara na foto da festaaaaaaa,medo
9906,tá caindo um toró d'água...,medo
9907,"cobras corredeiras conseguem engolir um adulto (baixo e magro, vulgo, eu!). google. pesquisar.   ",medo
9908,queria por uma foto da momo no meu perfil do wpp mas minha irmã falou q se um dia eu fizesse isso ela ia me zoar muito kk,medo
9909,vou guardar o celular,medo
9910,será que o real vai segurar o psg ? —,medo
9911,te vi na vhs ontem. — eita em que momento?,medo
9912,"qual suas banda fav — tnbhd, the xx, am, tøp, pvris, warpaint d estar esquecendo alguma ",medo
9913,mds ta trovejando mt forte,medo
9914,3 perguntas sobre isso,medo
9915,excelente palestra: a separação dos amantes – flávio,medo
9916,">> porque as pessoas ""passivas"" tem tanto  vey?? talvez por causa da  de pessoas mais ""ativas"", quem sabe  ",medo
9917,sonhar com o negócio e depois receber a mensagem dizendo que aconteceu,medo
9918,sixers com 6 pontos de vantagem faltando 5 minutos pro fim do jogo.,medo
9919,na próxima encarnação vão me torturar com meus pais me levando na faculdade no primeiro dia e tirando foto na porta da sala,medo
9920,nunca tenha  dizer o que sente. você não precisa da aprovação de todos.,medo
9921,nao sei mais chegar na escola nao sei como q usa mochila nem como q anda eu to com,medo
9922,indo pro médico descobrir meu futuro..,medo
9923,ivan viajando hj de férias = marllon mais solto do que arroz.,medo
9924,toda vez q eu to perto de viajar eu sinto algum prol de saúde...  :/,medo
9925,de leva hate no ultimo tweetgalera eu gosto de suju viu,medo
9926,27 assassinatos somente no final de semana no  e depois reclamam que aconselham americanos a evitar o estado.,medo
9927,"surto do caralho de febre amarela e o ""médico"" diagnóstica o cara com rinite! tamo fudido com esses médicos!   ",medo
9928,estou rodeado de placas de laser derretendo minha gordura,medo
9929,"faltam 3 dias pro meu aniversário, ainda n me arrependi de n ter feito festa, mas vamos ver né kk ",medo
9930,encontrei varias pessoas ontem no bloco,medo
9931,massa esses árabe me seguindo no twitter será que é da família? hsushsushshs,medo
9932,"galera, tem um  meu muito top chegando.         ",medo
9933,isto que é uma formação meteorológica...   em praia do forte cabo frio,medo
9934,vou lá,medo
9935,"sobrinha do  deu o meu nome p boneca dela, vcs entendem oq é isso anabel para uma boneca ",medo
9936,amanha vou no medico sera q vou viajar de aviao,medo
9937,"e hoje, tirando foto de um prédio abandonado antigo na cidade, a câmera faz aquele quadradinho reconhecendo um rosto lá dentro.  ",medo
9938,indo pegar a balsa,medo
9939,to shook ainda com a foto que a eduarda me mandou parece mt eu mano,medo
9940,serasi a bibi me vê na tl ?,medo
9941,"eu preciso comprar muito uma coisa, mas não posso fazer dívida ",medo
9942,mas agora eu to reparando que acordei 4hrs ontem e hoje,medo
9943,"alemão tá aqui do meu lado falando enquanto dorme, ",medo
9944,meu irmão fez lanche e trouxe pra mim,medo
9945,tá igual a outra vez,medo
9946,"mlk, o clima de bsb é muito estranho ",medo
9947,quando chega aquela encomenda da  que te deixa  e com  ao mesmo tempo…,feliz
9948,quase que meu pai descobriu que fui no sekko k k k k k,medo
9949,"vish, mas só tem zebra nessa primeira rodada? ",medo
9950,acho que alguem ta tentando hack meu snap pq ele ta saindo o tempo todo,medo
9951,sonhei que tava namorando e o rosto do piá parecia familiar,medo
9952,manu curtindo a resposta da yasmin p mim,medo
9953,para a loja mandar o boleto para pagar já está complicado imagina mandar o produto,medo
9954,quando vc sonha com ataques terroristas concomitantes em vários lugares do mundo e fica meio impactada o dia inteiro,medo
9955,lorena me mandou áudio uma hora dessas,medo
9956,de volta à cidade do medo - capítulo xxvi,medo
9957,estão me vigiando kkkkkkkkkkkk,medo
9958,"eu vou sem entrar por algumas horas,tomara que meus ídolos nn fazem follow spree ",medo
