,Unnamed: 0,Texto,Sentimento
22220,22220,é possível bloquear a sic?? estou farta deste canal pequenino. já chega. nem em zapping lá quero passar. a conceição lino hoje perdeu toda e qualquer credibilidade que pudesse ter como moderadora do que quer que fosse.,nojo
22221,22221,será q esse povo não vai ter a dignidade e vergonha na cara pra acabar com essa palhaçada? tudo pelo próprio bolso.,nojo
22222,22222," ele é pai de vdd,nem ela é filha,mt menos a outra é mãe ,pq uma mãe jamais iria admitir isso .     ",nojo
22223,22223,são uma vergonha para o brasil!!!!,nojo
22224,22224,as pessoas que só lembra de vc quando precisa de algo,nojo
22225,22225,eu só beijo meu pai no rosto no dia do aniversário dele e olhe lá. esse cara do bbb age com a filha como se ela fosse mulher dele,nojo
22226,22226,"esse é o nível dessa raça, não tem respeito pelo povo, imagina pela justiça.   ",nojo
22227,22227,como as pessoas conseguem ser tão falsas? pior q qnt mais tempo você fica com essas pessoas mais elas tentam te contagiar e fazer vc ficar igual a elas.. pessoas podres!!,nojo
22228,22228,tanta familia legal no meio do mundo  foi escolher logo essa familia icestuosa...,nojo
22229,22229,"pois é... e a população brasileira, pra variar, sofrendo as consequências dos (dês) governantes ...  ",nojo
22230,22230,"pqp! essa gente chata não cansa de dar bom dia em grupo do whatsapp, não? só entra pra dar bom dia/boa tarde/boa noite! ",nojo
22231,22231,almoçar junto com pessoas q comem de boca aberta pior coisa!!!!,nojo
22232,22232,sobre o pai da família que está no,nojo
22233,22233,"e essas pessoas de merda,muitas vezes do lado da gente(quando lhes convem)     e   e um bjo para as boas e coisa mais lindas da minha vida q sao a maioria grazadeussss  ",nojo
22234,22234,"eitaaaa malha mesmo o grosso ,mal educado , da poderosa marcos harter no by nigth",nojo
22235,22235,"aqui, de boas, pensando nos grandes fdp que eu chamava de amigos ",nojo
22236,22236,"amor de pai e filha existe sim , mais desse pai com essa garota chama-se outra coisa !  forafamilialima  ",nojo
22237,22237,o que dizer dessa família que não conheço e já odeio pakas?,nojo
22238,22238,quem não tem caráter ou vergonha não surpreende.,nojo
22239,22239,"sheilla ou ana paula, que seria a mais ridícula? ",nojo
22240,22240,onde aperta p esse embuste da ana paula explodir,nojo
22241,22241,"acho é graça desse povo que fala de tudo e diz q pode fazer melhor. querida em vez de falar, vai lá e mostra se realmente vc faz melhor. ",nojo
22242,22242,"tudo esse airton chega botando a mão nos outros e puxando pra ver a tatuagem, desencosta.   ",nojo
22243,22243,então o fábio coentrão agora é o var?  cada vez mais nojenta,nojo
22244,22244,"maaanooo que merda é essa????? esse pai da família lima beijando a mina, ela chegou virar o rosto!!!! tô achando que ela topou ir pro bbb pra expor abusos sofridos em casa, pq não é possível isso!  ",nojo
22245,22245,a  tem uma preocupação enorme em enfatizar a inelegibilidade do presidente se condenado por unanimidade.,nojo
22246,22246,credi lucifer>>>deus —,nojo
22247,22247,mahmoud a ana paula nao foi a única a te chanar de viado... ooo bixa escrota...,nojo
22248,22248,"globo explicando pq o pai beija a filha na boca:""ahh é normal, essa família é assim""ele se esfregando nela na cama, é normal também né? deve ser terapia.  ",nojo
22249,22249,e um pouco de  tb rsrsrs porem cada um cm seus pobremass,nojo
22250,22250,"aff, tá achando ruim? vai fazer então capeta!tem mão não?vai cair o pinto se arrumar a casa?aff dessa... ",nojo
22251,22251,tenho  desse programa  pois não foi um  de  e  isso foi  da lei de  kd a  pra defender a moral,nojo
22252,22252,você acha que alguém aí está preocupado em melhorar o país ou a vida da população pobre?,nojo
22253,22253,não sei como o roméo continua. nunca faz nada sozinho.,nojo
22254,22254,"man tem um memimo q disse q machismo era ""liberdade de expressão"" ",nojo
22255,22255,a   foi bem menos incisiva ao falar da venezuela e de   em comparação as falas sobre o trump!,nojo
22256,22256,"amizades por conveniência, relacionamentos por conveniência, enquanto vc é necessário estão ali, quando não mais, além de se afastar, tentam te prejudicar! se pra conseguir algo eu precise ser assim, não terei nada e ficarei só!   ",nojo
22257,22257,vai votar em bolsonaro reflita mil vezes,nojo
22258,22258,"esse veio lima ,se acha dono do barraco ",nojo
22259,22259,a indignação contra a decisão de cármen lúcia de tentar salvar lula,nojo
22260,22260,esse ayrton parece meus tios bebado,nojo
22261,22261,"psdb um partido de merda, irmão siamês do  imundo, comunista fabiano. ",nojo
22262,22262,"credo pq tem jikooka na minha tl, como eu deixei isso acontecer  ",nojo
22263,22263,eu estava viciada nesses paes de queijo  por coincidência abri um pra esfriar e olha que surpresa. quantas dessas eu devo ter comido já?!,nojo
22264,22264,"qual a desse lucas? é noivo, dormiu abraçado com o mahmoud, fez dancinha sexy com jessica... quanto vale a dignidade do $$ ?   ",nojo
22265,22265,"sabia que não podia ser dessa pixulequeixa, mamadora de dinheiro público  ",nojo
22266,22266,eu choro de rir com esse tipo de pessoa que tem um lance sério com alguém e fica se jogando pra outra,nojo
22267,22267,odeio gente de duas palavras!!!,nojo
22268,22268,"analisando o momento político do nosso país agradeço hoje meu pai, que qndo me viu envolvida nesse meio. me pegou pelo braço e tirou a força desse meio. ",nojo
22269,22269,"depois de conca (que contratou pra rasgar $), contratar jc pra preparar aposentadoria dele é normal.    ",nojo
22270,22270,"esse  e essa  da  devem serem macho e femea do   e ganharam muitoooooooo !  , verdade tem que levar tapa na cara mesmo ! ",nojo
22271,22271,é sério que os dois piores ficaram? e o airton ainda fez discurso entregando que sabe o que as pessoas estão achando da atitude dele na casa? fala sério,nojo
22272,22272,"pela mor de cristo lek, n me aguento com casais melancólicos.                 abraços",nojo
22273,22273,preguiça da carniçada q habita o facebook.,nojo
22274,22274,não suporto gente folgada!,nojo
22275,22275,se eu fosse ela nunca mais olhava na cara deste idiota!!,nojo
22276,22276,"queria saber pra que esses homens nojentos arruma família, se quer ficar galinhando não casa fica logo na putaria  ",nojo
22277,22277,entrevistou crianças que descrevem com detalhes como o avô de um colega morreu com um tiro disparado pelo pai desse colega. e se fossem à merda? algum imbecil irresponsável autorizou? como?,nojo
22278,22278,vergonha do,nojo
22279,22279,"cristiane brasil, assim como seu pai roberto ""mensalão"" jefferson e seus amiguinhos empresários da pior espécie, despertam em mim os piores sentimentos    ",nojo
22280,22280,la na frente deus cobra  fica dando moral a pessoas errada por alguns pontinhos de ibope,nojo
22281,22281,quando um homem tenta ser gentil e a mulher não está no clima:http://bit.ly/2rquays,nojo
22282,22282,~~ o trambiqueiroé coisa nossamas que vai vai ~~,nojo
22283,22283,"homens: gosto de futebol as pessoas: nossa e bom né, qual time vc torcemulheres: gosto de futebol as pessoas: ah e? você gosta? aham e o que é impedimento? e como chama o fundador do seu time? quantos gols seu time tem na história ein?",nojo
22284,22284,quando um homem tenta ser gentil e a mulher não está no clima:,nojo
22285,22285,mahamoud puxando o saco e babando o ovo do lucas  já deu !!! tá chato demais!!!,nojo
22286,22286,entro no meu face e vejo lembranças com pessoas que hoje em dia eu agradeço a deus por ter me mostrado quem é quem e se eu podesse voltar em 2016 eu nem teria me aproximado ou ajudado..,nojo
22287,22287,nojo disso tudo!!!,nojo
22288,22288,"em 1990, sílvio santos recebia a ministra zélia cardoso de melo p/ defender o confisco da poupança:  a safadeza agora é c/  e a reforma da previdência.  ",nojo
22289,22289,"o brasileiro é muito desatualizado, no inferno esse hamburguer é o maior sucesso, kinglarva, ô povo sem cultura!        ",nojo
22290,22290,primeiro dia do mês ! vamos ver oq  tem pra nos mostra fora o carnaval,nojo
22291,22291,não gosto de aperta mão de ninguém mesmo não !,nojo
22292,22292,"até fala com todo mundo,mas quando chega as amiga ""patricia"" esquece e finge q nem te conhece ",nojo
22293,22293,tive que compartilhar!!!!,nojo
22294,22294,existe coisa pior que gente sem educação ? só gente sem educação que diz que os outros que n tem educação,nojo
22295,22295,pior coisa que tem é um falso esquerdista misógino e machista que te trata como lixo e se finge de bom moço...,nojo
22296,22296,só eu que quero que peguem o vinicius logo ???? não aguento ver ele cm aquele sorrisinho de deboche,nojo
22297,22297,quanto mais eu vivo em sociedade cresce a minha vontade de morar no meio do mato! como as pessoas estão ficando cada dia mais sem educação e sem respeito ao próximo!,nojo
22298,22298,"a rgt nem disfarça mais. assumiu o filho e defende com unhas e dentes. aí se quem tenta zuar seu filhinho. ela vai lá e dá mais um título pra ele, igual a dona florinda faz com o kiko.  ",nojo
22299,22299,"tenho sérias desconfianças que o povo da minha família é zumbi. eles não dormem, gente! que inferno!",nojo
22300,22300,o cara tá ali pra provar que é machão pegador e que existem mulheres que vão ter que nascer dinovo pra ser chamada de mulher!,nojo
22301,22301,"casalzinho que faz joguinhos. se vc n liga eu n ligo, n diz q tá com saudades tbm n digo, vc tem q me amar mais do q eu te amo, vou te fazer ciúmes. não sejam ! ",nojo
22302,22302,queria dizer q tem muita gente filha da puta q se diz amigo e tu estende a tua mão pra ajudar mas não é porra nenhuma!!!,nojo
22303,22303,eu li que o delegado do capeta casou com a mãe da laura pq queria a menina,nojo
22304,22304,"jessica não me desce, era a melhor amiga da jaque, na hora da prova escolheu a paula primeiro, era amiga do mahamud, qdo ele era líder, agora a jaque ganhou o anjo já voltou a ser a best! amizade por conveniência  ",nojo
22305,22305,"não acho q a ana pagou mico em chorar,os nervos lá dentro estão a flor da pele, ela foi idiota em acreditar q alguma coisa ia rolar de 'verdade',mas me poupem ficar do lado dessa jaqueline,baita garota baixa,deixa ela ir pro paredão,farei questão de calejar os dedos!  ",nojo
22306,22306,"precisa assistir nada não meu amor, so da mulher ficar com o mesmo cara que que menina ficou ja nota quem é a pessoa ",nojo
22307,22307,"no mundo de hoje, muita gente confunde gentileza como se oferecida fosse... ",nojo
22308,22308,"essas pessoas que enquanto estão namorando são mil e um amores, ai terminam a primeira coisa que faz é postar que tá solteiro, com o minimo respeito  do que sentia pela outra pessoa",nojo
22309,22309,edição colocando a ana clara como coitadinha,nojo
22310,22310,"antes:te vi e já ti quis me vi tão feliz um amor que pra mim era sonho....hoje:amar amei,gostar gostei agora não quero nem de graça ",nojo
22311,22311,ainda levou a jessica pqp bom moço de taubaté  define,nojo
22312,22312,"estou anciosa p o lucas, cair no paredão, ele se acha o dono da razão, e q todo mundo tem q dar satisfação p ele vai se foder escroto do caralho ",nojo
22313,22313,ana paula cagando pela boca e patrícia aparando a merda com a dela,nojo
22314,22314,um país desgovernado rouba os contribuintes com a cara limpa.malditos sejam.,nojo
22315,22315,eu não entendo esse povo que acha legal ser ansioso. glamourizando doenças mentais,nojo
22316,22316,amor vc vai usar meu pinto pra medir algo por acaso ? peço o famoso respeito vai ashuashu,nojo
22317,22317,"bbb18: velho, quem a  pensa que é pra humilhar alguém como ela fez? independente do que o  fez, isso é atitude de gente pequena e que não tem controle sobre si. sem condições dessa mulher continuar ali.  ",nojo
22318,22318,país bom é país que faz assim!!!!,nojo
22319,22319,ap querendo mandar no kaysar,nojo
22320,22320,vontade de sair do rio nesse carnaval...zorra total isso aqui!,nojo
22321,22321,a agua que eu coloquei os produtos pra ficar passando no xixi de theo ta amarela,nojo
22322,22322,"essa moleca filha da puta nojenta do caralho dessa ana paula ai que ódio, vontade de meter a mão na cara dela, quando que o menino ficou falando mal da jaqueline ""metendo o pau"", essa fracassada sem moral que se esconde atrás das pessoas, não tem coragem de comer o b.o dela  ",nojo
22323,22323,não creio que tem gente que consiga ver esse bbb....,nojo
22324,22324,"mano namoral ... como tem coragem de falar em ""em planos p futuro"" depois de td q fez, velho vai tomar no cú! ",nojo
22325,22325,o falso mais falso das galáxias me mandou mensagem hoje,nojo
22326,22326,essa ana paula me dá asco que menina do maaaaaal,nojo
22327,22327,"a patricia ainda tem alguns momentos sensatos, a ana paula é completamente sem noção e se acha a dona da vdd   ",nojo
22328,22328,eita porra!pior que deve ter muito gente igual! hahahahha,nojo
22329,22329,"o naipe das ""músicas"" que o  mostra nas propagandas é degradante! um lixo atrás do outro! ",nojo
22330,22330,"jaqueline saiu, a próxima será ana paula cobra  ",nojo
22331,22331,o coleguinha me assediava no trabalho e agora que fiquei solteira resolveu me assediar novamente,nojo
22332,22332,nao consigo entender gente que fuma de manhã cedonão consigo,nojo
22333,22333,"hoje em dia não podemos confiar em amizades nem uma , varias te chama de mãe de amiga e depois estar na cama com seu boy ou seja com seu ex que mundinho imundo !",nojo
22334,22334,esse cara é doente. fantástico mundo de crivella.,nojo
22335,22335,ele é a própria caçamba de lixo!,nojo
22336,22336,a namorada de vcs tb cantam justin bieber no telefone com vc?,nojo
22337,22337,justiça brasileira...,nojo
22338,22338,"a nayara é ridícula, ela se humilha sozinha e põe o povo dela lá no fundo do poço ",nojo
22339,22339,isso é exatamente o q deve rolar no grupo de whats da minha familia,nojo
22340,22340,esses breno é aqueles caras estúpidos que saem pegando geral nas baladas,nojo
22341,22341,"""essa menina é louca,eu sou casado,não vou destruir meu casamento, eu respeito as meninas, blá blá blá ""  ",nojo
